"new_dust_label","scan_name","new_center_x","new_center_y","new_radius","new_center_z","scan_order","cluster"
36,"scan-016.x3p",1161.5,118.5,21.5870331449229,-0.0359684117138386,-16,"11"
37,"scan-016.x3p",1133.5,29.5,10.0498756211209,-0.0387797988951206,-16,"11"
38,"scan-016.x3p",2322.5,3.5,11.1803398874989,-0.0124469511210918,-16,"28"
2,"scan-017.x3p",262.5,1978.5,20.0249843945008,0.10614836961031,-17,"1"
3,"scan-017.x3p",232.5,1909.5,60,0.092866875231266,-17,"16"
4,"scan-017.x3p",2233.5,1833.5,11.4017542509914,0.101719856262207,-17,"23"
5,"scan-017.x3p",1814.5,1739.5,21,0.0834411829710007,-17,"17"
6,"scan-017.x3p",1992.5,1304.5,45,0.0107950642704964,-17,"25"
7,"scan-017.x3p",809.5,1146.5,18.3847763108502,-0.00711271539330482,-17,"2"
8,"scan-017.x3p",972.5,944.5,15.0332963783729,-0.0296890493482351,-17,"5"
9,"scan-017.x3p",176.5,812.5,19.6468827043885,-0.0488837100565434,-17,"8"
10,"scan-017.x3p",1587.5,796.5,27.6586333718787,-0.0303162578493357,-17,"7"
11,"scan-017.x3p",227.5,568.5,15.52417469626,-0.0651598572731018,-17,"12"
12,"scan-017.x3p",193.5,415.5,51.6236379965612,-0.0741801336407661,-17,"13"
13,"scan-017.x3p",201.5,324.5,11.0453610171873,-0.0791396200656891,-17,"13"
14,"scan-017.x3p",1647.5,291.5,11.1803398874989,-0.0892266184091568,-17,"15"
15,"scan-017.x3p",238.5,138.5,15.0332963783729,-0.0866298899054527,-17,"10"
16,"scan-017.x3p",1077.5,41.5,20.2237484161567,-0.0886767730116844,-17,"11"
1,"scan-018.x3p",136.5,1867.5,81.8840643837371,0.308435946702957,-18,"16"
2,"scan-018.x3p",137.5,1682.5,113.771701226623,0.24785952270031,-18,"19"
3,"scan-018.x3p",122.5,1446.5,148.006756602528,0.240885570645332,-18,"3"
4,"scan-018.x3p",46.5,1306.5,61.6198020120156,0.111574962735176,-18,"3"
6,"scan-018.x3p",762.5,1199.5,20.2237484161567,-0.024430587887764,-18,"2"
